"id","amit_wording","cards_original_1","cards_original_2","cards_original_3","cards_original_4","cards_original_5","cards_original_6","cards_original_7","cards_original_8","cards_original_9","cards_original_10","cards_original_11","cards_original_12","cards_original_13","cards_original_14","cards_new_wording_1","cards_new_wording_2","cards_new_wording_3","cards_new_wording_4","cards_new_wording_5","cards_new_wording_6","cards_new_wording_7","cards_new_wording_8","cards_new_wording_9","cards_new_wording_10","cards_new_wording_11","cards_new_wording_12","cards_new_wording_13","cards_new_wording_14","attention_check","manipulation_check_1","manipulation_check_2","manipulation_check_3","manipulation_check_4","manipulation_check_5","manipulation_check_6","manipulation_check_7","manipulation_check_8","manipulation_check_9","manipulation_check_10","manipulation_check_11","manipulation_check_12","manipulation_check_13","manipulation_check_14","BIF_1","BIF_2","BIF_3","BIF_4","BIF_5","BIF_6","BIF_7","BIF_8","BIF_9","BIF_10","BIF_11","BIF_12","BIF_13","BIF_14","BIF_15","BIF_16","BIF_17","BIF_18","BIF_19","BIF_20","BIF_21","BIF_22","BIF_23","BIF_24","BIF_25","comf_acquaint","comf_close","approp_acquaint","approp_close","TIPI_1","TIPI_2","TIPI_3","TIPI_4","TIPI_5","TIPI_6","TIPI_7","TIPI_8","TIPI_9","TIPI_10"
"R_1hX26g1I6GtparE","original","P","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","7","7","7","3","7","6","1","5","1","4","6","6","6","2","2","1","2","2","2","2","2","2","1","2","2","2","1","2","1","2","2","2","2","2","2","2","2","1","2","3","8","5","8","6","7","5","2","7","2","5","1","7","3"
"R_3g6OmePcXXJU6J7","new","","","","","","","","","","","","","","","T","P","T","P","P","T","P","P","P","P","T","T","T","P","1","6","5","7","3","2","7","1","4","1","2","5","7","5","1","1","1","1","2","1","1","1","1","1","1","1","2","1","2","1","1","2","2","2","1","2","2","1","1","2","4","8","4","8","6","2","6","5","7","1","7","5","3","1"
"R_zUtJMNDa1f6dVtL","new","","","","","","","","","","","","","","","T","P","P","P","T","T","P","T","T","P","T","T","T","P","1","5","6","4","3","5","5","1","3","1","4","7","7","3","2","2","1","2","2","1","2","1","1","1","1","1","2","1","2","1","1","1","1","2","1","1","1","2","1","1","7","2","7","3","3","6","5","5","3","6","6","5","5","3"
"R_XLnqX3DhvZ6nZtL","new","","","","","","","","","","","","","","","T","T","T","T","P","T","P","P","P","T","T","T","T","P","1","3","5","5","3","2","5","1","3","1","3","5","6","5","2","1","1","2","2","2","1","1","2","1","2","2","2","1","2","1","2","1","2","2","1","2","1","1","1","2","2","6","5","5","7","5","6","2","6","2","7","1","6","2"
"R_1FgrbzJOrKVjFVr","original","P","P","P","T","T","P","T","T","T","T","P","P","P","T","","","","","","","","","","","","","","","1","7","5","6","2","4","6","1","1","1","2","5","6","5","1","2","2","2","2","2","2","2","2","1","1","2","2","1","2","2","2","2","2","1","1","2","1","2","2","2","3","8","3","7","2","2","5","5","4","6","6","2","5","5"
"R_XHupX6M499GDEWZ","original","P","T","T","P","P","T","P","P","P","P","T","T","P","P","","","","","","","","","","","","","","","1","4","7","7","5","4","6","3","3","1","1","5","6","5","4","2","2","1","2","2","1","2","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","1","5","8","5","8","3","5","5","3","5","5","5","2","5","5"
"R_8lkU3dLy8Gw1Ch3","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","P","T","T","T","P","1","3","4","3","5","7","2","7","7","7","4","4","2","5","7","1","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","2","2","1","2","1","2","5","8","5","8","5","4","5","6","6","1","5","3","2","2"
"R_3fjTgLZFcdwQ6KP","original","P","P","P","P","P","P","P","P","P","P","P","P","P","P","","","","","","","","","","","","","","","1","3","1","3","2","5","2","6","4","7","3","4","2","4","6","2","1","1","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","2","1","1","2","1","1","7","7","5","5","2","3","2","2","5","6","5","2","6","3"
"R_2QVT0pOFPgBpyTS","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","T","T","T","T","P","1","6","4","7","3","1","7","1","3","1","4","5","7","4","2","2","1","1","2","2","2","1","1","1","1","2","1","2","2","2","2","1","2","1","1","1","1","2","1","1","4","6","5","6","6","4","7","7","7","3","5","1","4","2"
"R_1LRwpZteqiuZ2Jt","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","P","P","T","P","P","1","7","6","5","5","1","7","1","4","1","4","3","4","5","2","2","1","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","1","1","1","2","1","2","1","1","3","7","5","8","3","3","3","2","7","6","6","4","6","2"
"R_2sQMqUf7lqiSHQV","new","","","","","","","","","","","","","","","T","T","T","P","P","P","P","P","P","P","T","T","T","P","1","7","6","5","4","5","7","2","5","2","4","7","6","6","2","1","1","1","2","2","1","1","1","1","1","2","2","1","2","1","2","2","2","2","1","1","2","2","2","1","5","8","5","8","1","6","3","7","6","5","3","4","2","3"
"R_1QusfxZ09sXEwgU","original","P","P","P","T","T","P","T","T","T","T","P","P","P","T","","","","","","","","","","","","","","","1","4","5","7","5","1","6","1","3","1","6","6","7","7","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","8","3","8","6","3","5","4","7","5","7","4","6","4"
"R_2TNuM0EpokzmHLN","original","P","P","P","P","T","P","T","T","T","T","P","P","P","T","","","","","","","","","","","","","","","1","7","4","3","3","5","6","1","3","1","3","3","7","4","1","2","2","2","2","2","1","2","2","1","1","2","2","1","2","2","2","2","1","1","1","2","1","2","1","2","7","8","5","7","7","5","3","4","6","1","3","6","3","1"
"R_2SBKn3Qj09g3sSc","new","","","","","","","","","","","","","","","T","T","P","P","P","T","P","P","P","P","T","T","P","P","1","5","5","2","1","1","6","1","1","1","2","2","6","1","1","2","1","2","2","2","1","1","1","2","2","2","2","1","2","2","2","1","1","2","1","2","1","2","1","1","2","8","2","6","3","1","7","2","7","7","7","1","7","1"
"R_2aQWqYlONFBqXEo","new","","","","","","","","","","","","","","","P","P","T","P","P","T","P","T","P","P","T","T","T","P","1","3","7","3","4","3","4","2","3","1","3","6","6","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","3","5","3","6","2","3","6","2","5","4","6","2","5","3"
"R_OCZ3LWCZWvZUNz3","original","T","P","P","P","P","T","P","P","P","P","P","T","T","P","","","","","","","","","","","","","","","1","7","6","6","2","3","7","2","5","1","3","5","6","6","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","4","7","4","7","4","5","5","2","4","6","5","4","6","5"
"R_2w5eWryi2VjgvIo","new","","","","","","","","","","","","","","","T","P","T","P","P","T","P","P","P","T","T","P","P","P","1","4","6","3","3","2","4","1","2","1","3","6","4","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","8","3","7","1","7","6","5","5","7","7","5","7","1"
"R_1IXmAm2LdDTb249","new","","","","","","","","","","","","","","","P","P","P","P","T","P","T","P","T","P","P","P","P","T","1","7","6","6","6","4","6","2","4","1","5","5","7","6","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","4","6","4","6","5","5","7","5","5","6","7","1","6","1"
"R_1opd9ZDuM18oOeR","new","","","","","","","","","","","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","1","5","4","4","5","5","6","2","4","1","5","6","6","5","3","1","1","2","1","2","2","2","2","1","1","2","2","2","2","2","2","2","1","1","1","1","1","2","1","2","5","8","5","5","2","2","1","2","3","6","6","4","6","6"
"R_2WIpGR3i6hjbmu4","new","","","","","","","","","","","","","","","P","P","P","P","P","P","T","T","T","T","P","P","P","T","1","3","7","7","4","2","7","2","3","3","5","6","7","6","2","2","1","2","1","2","1","1","2","2","1","2","2","1","2","2","1","2","2","2","2","1","2","2","1","1","3","7","4","7","1","1","6","6","4","4","5","1","1","4"
"R_3oWSIa1rmIClNrg","original","T","T","P","P","T","T","P","T","T","T","T","P","T","P","","","","","","","","","","","","","","","1","7","6","6","2","4","6","1","5","1","3","4","6","4","1","1","1","2","2","1","1","1","1","2","2","1","1","2","2","2","2","2","1","2","1","2","1","2","2","1","3","8","3","8","2","3","1","6","2","5","6","6","3","2"
"R_2aWd0dAcCNwSeYC","original","P","P","P","P","P","P","P","P","P","P","P","P","P","P","","","","","","","","","","","","","","","1","6","6","5","3","3","4","1","3","1","2","3","5","4","2","2","1","1","2","1","1","2","1","1","1","2","2","1","1","2","2","2","1","2","1","1","2","1","1","2","8","8","8","8","5","6","2","3","4","2","4","5","6","2"
"R_RIwTP7Dlvfxk5eF","new","","","","","","","","","","","","","","","T","P","P","T","T","P","T","T","T","T","P","P","T","T","1","5","5","7","3","3","7","2","3","2","3","4","7","4","3","1","2","1","2","2","2","2","2","1","1","2","2","1","2","1","2","1","2","2","1","2","2","2","2","2","3","7","4","6","2","6","6","6","6","6","6","6","3","5"
"R_3rO5bopfFiDkKih","original","P","T","T","T","P","T","P","P","P","T","T","T","T","P","","","","","","","","","","","","","","","1","3","4","5","3","6","2","6","5","7","4","3","1","2","4","2","1","2","2","1","1","1","2","2","1","2","2","1","2","1","2","1","1","2","2","1","1","1","2","2","3","5","3","6","3","5","3","3","4","4","5","2","5","3"
"R_QlZhYzyNwcJM9oJ","new","","","","","","","","","","","","","","","T","P","P","T","T","P","T","T","T","T","P","P","T","T","1","4","7","7","2","5","7","1","2","1","2","6","7","2","1","1","1","1","1","2","1","1","2","2","1","2","2","1","1","2","2","1","2","1","1","1","1","2","1","1","5","6","5","6","5","5","6","4","3","6","6","2","7","2"
"R_1DMYJ930f3axOkv","original","T","T","T","P","P","T","P","P","P","P","T","T","P","P","","","","","","","","","","","","","","","1","3","5","6","2","1","7","1","3","1","1","5","7","5","1","2","1","1","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","1","1","2","2","2","2","1","3","8","3","7","6","2","4","6","7","6","7","1","6","1"
"R_2D1aF6BYMUNeNow","new","","","","","","","","","","","","","","","T","P","P","T","P","T","P","P","P","P","T","P","T","P","1","5","7","4","2","3","6","1","2","2","2","6","5","3","2","2","2","2","2","1","1","1","2","1","1","2","2","1","2","2","2","2","2","2","1","2","2","1","1","1","4","3","4","5","5","3","2","2","6","7","6","5","7","4"
"R_3hi1xD76sEwhZvj","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","T","P","P","P","T","1","7","6","7","2","5","6","1","3","1","2","6","7","4","3","1","2","1","2","2","1","1","2","2","2","1","2","1","2","2","2","2","2","1","2","2","2","2","1","2","2","7","4","8","2","3","4","6","4","7","6","1","4","1"
"R_1fjaiFhw2HxR8Hg","original","T","T","T","T","P","T","P","T","P","P","T","T","T","P","","","","","","","","","","","","","","","1","4","2","2","4","6","1","5","4","7","6","4","1","3","3","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","3","6","5","5","6","5","6","1","7","2","7","1","7","2"
"R_3rH4MD1Sas8qQxN","original","T","P","P","P","P","P","P","P","P","P","T","P","P","P","","","","","","","","","","","","","","","1","7","3","5","2","3","4","1","2","2","2","4","5","3","2","1","2","2","2","2","1","1","2","2","2","2","2","1","2","1","2","2","2","1","2","2","1","2","1","2","5","7","5","7","2","5","6","5","6","7","5","3","4","2"
"R_sIpl4e94NdSQurf","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","P","T","T","T","P","1","6","6","4","4","3","5","2","3","1","4","4","6","4","3","1","2","2","2","2","1","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","1","1","5","8","5","8","6","5","5","4","6","4","6","5","5","2"
"R_Q3MyVAtPGyZhOUh","original","T","T","T","T","T","T","T","T","T","T","T","T","T","T","","","","","","","","","","","","","","","3","7","7","7","7","3","7","1","2","1","1","7","7","3","1","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","7","3","6","4","6","5","6","2","6","1"
"R_3JLfGZ4xhkM7dkD","original","P","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","5","7","7","1","6","7","2","5","1","1","7","7","7","3","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","3","8","5","8","1","1","7","1","7","7","7","3","7","6"
"R_3QuAXjvyhbG1Tpf","new","","","","","","","","","","","","","","","P","T","P","P","P","T","P","T","P","P","T","T","P","P","1","7","4","6","3","2","7","1","4","1","5","6","4","3","1","2","1","2","2","1","1","1","2","2","2","2","2","1","2","2","2","1","1","2","1","2","1","2","1","2","3","8","4","8","3","5","7","5","2","6","4","1","3","6"
"R_2rrrXFzR6nhvZAS","new","","","","","","","","","","","","","","","T","T","P","P","P","T","P","P","P","P","P","T","T","P","1","4","7","5","3","5","3","1","2","3","3","6","5","3","1","1","1","1","2","2","2","1","2","2","2","2","2","1","2","2","2","2","1","1","1","2","1","2","1","1","4","7","5","7","5","4","3","3","6","3","5","5","6","5"
"R_2B5rNUp5kLF9oVl","original","P","T","P","P","P","T","P","T","P","P","T","T","T","P","","","","","","","","","","","","","","","1","7","7","6","4","1","7","1","7","1","6","6","7","4","1","2","1","1","1","1","2","1","2","2","1","2","2","1","1","2","1","2","1","1","1","2","1","1","2","2","7","8","4","5","5","4","3","2","3","6","5","6","7","1"
"R_1jOlH28DPUOakHD","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","T","P","P","P","P","P","T","1","7","6","6","5","2","5","1","4","1","7","5","6","7","2","1","1","2","2","1","1","1","1","1","1","1","2","1","2","1","2","2","2","1","2","2","2","2","1","2","3","8","7","8","4","7","7","5","7","7","5","5","5","1"
"R_2qrXYdipNkphwkU","new","","","","","","","","","","","","","","","P","P","P","P","T","P","T","P","T","T","P","P","P","T","1","4","6","7","3","5","6","1","4","1","2","4","5","4","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","5","8","4","7","2","2","4","2","5","6","6","5","6","2"
"R_2aL8P8uN4vp15z1","new","","","","","","","","","","","","","","","P","P","T","T","T","P","P","P","T","P","P","P","T","P","1","4","2","4","5","6","3","7","4","7","4","5","2","4","6","2","1","1","2","2","1","1","2","1","1","2","2","1","2","2","2","1","2","2","1","1","1","2","1","1","5","6","5","7","5","2","6","1","6","3","6","2","6","3"
"R_1ONTmYTUyawkEE1","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","T","T","T","T","P","1","6","7","5","4","3","7","1","4","1","2","4","7","4","1","1","1","2","2","2","1","1","1","1","1","1","2","1","2","1","1","2","2","2","2","2","1","2","1","2","5","7","5","7","4","2","5","3","5","5","6","4","5","4"
"R_2VdsCpNGEhEMxl3","original","T","T","T","P","P","T","P","P","P","T","T","T","T","P","","","","","","","","","","","","","","","1","7","5","5","4","4","7","1","3","1","5","7","7","4","2","2","1","1","2","2","2","1","2","2","1","2","1","1","2","2","2","2","2","1","1","2","1","2","1","2","4","8","5","8","4","5","6","5","7","6","5","3","5","2"
"R_1mJIL1ly4JioZP4","original","T","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","6","7","6","2","3","6","1","3","1","2","4","5","5","1","1","2","2","2","2","2","1","2","1","2","2","2","2","1","2","2","2","2","2","1","1","1","1","1","2","4","8","4","8","6","5","7","2","5","1","7","2","6","2"
"R_3CIWGcFTlG7dZuw","new","","","","","","","","","","","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","1","5","6","7","5","4","7","3","4","2","4","5","6","5","3","1","1","2","1","1","1","1","2","2","1","1","2","1","1","1","1","1","1","2","1","1","2","1","1","1","4","7","5","8","6","5","6","5","5","5","3","3","4","2"
"R_3FOFD2oFEfTgAHB","original","T","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","7","6","6","4","3","7","1","3","1","4","5","6","6","2","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","4","8","7","6","1","7","2","7","4","7","7","7","1","2"
"R_e2m4vEmJG3Dj9QZ","original","P","T","P","P","T","T","P","P","P","P","T","P","P","P","","","","","","","","","","","","","","","1","6","4","5","6","6","7","2","7","1","5","7","7","4","1","1","1","2","1","2","2","1","1","1","1","1","2","1","2","2","2","2","1","2","1","2","1","2","1","1","7","8","5","8","1","7","3","7","6","6","5","1","2","5"
"R_1pX5mUK8L5frd0y","original","P","T","T","P","P","T","P","P","T","T","T","T","T","P","","","","","","","","","","","","","","","1","4","4","6","5","3","6","1","3","1","3","5","5","4","2","2","1","1","2","2","2","2","2","1","1","1","2","2","2","2","2","2","1","1","1","1","2","2","2","1","5","7","5","6","5","6","5","5","6","6","4","3","5","2"
"R_WxpfJRO0ig7C2I1","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","T","P","P","P","T","1","7","6","7","6","1","6","1","5","1","3","5","7","4","1","2","1","2","2","2","1","1","2","2","2","2","2","1","2","1","2","2","1","1","1","2","2","2","2","2","2","8","2","8","5","4","6","7","4","7","4","6","3","6"
"R_3Jl7ajVpDyzJQK3","new","","","","","","","","","","","","","","","P","P","P","T","P","P","T","T","T","T","P","P","P","T","1","6","4","4","3","3","5","2","3","2","3","6","4","4","2","1","1","1","1","1","1","1","1","1","1","1","2","1","1","2","2","1","2","2","1","1","1","2","2","1","6","7","7","8","1","5","5","5","6","6","5","3","5","3"
"R_1KuMMkT4Q5hWe2W","new","","","","","","","","","","","","","","","P","T","T","P","P","T","P","T","P","P","T","P","T","P","1","4","7","7","3","3","5","1","4","1","2","7","5","6","1","2","1","1","2","2","1","1","2","2","2","2","2","1","2","1","2","2","2","2","2","2","1","2","2","1","8","8","6","8","2","1","7","2","6","5","6","1","7","6"
"R_u4e7xt1sljlJlGF","original","P","P","P","T","T","T","T","T","T","T","P","P","T","T","","","","","","","","","","","","","","","1","6","5","7","4","3","5","1","2","1","4","6","7","4","1","2","2","2","2","1","1","1","2","1","2","1","2","1","2","1","1","1","1","2","1","1","1","2","1","1","2","7","2","4","6","7","7","5","5","6","7","2","6","4"
"R_9Ev4D5kRXa4AR21","original","P","T","T","P","P","T","P","P","P","P","T","P","T","P","","","","","","","","","","","","","","","1","5","5","5","3","2","5","2","3","2","3","5","5","3","2","1","1","1","2","2","2","2","1","1","1","2","1","1","2","1","1","2","2","2","2","1","2","1","2","1","3","7","5","7","2","5","4","5","5","5","5","4","4","3"
"R_AaoYa1IdByhVj1v","original","T","T","T","P","P","T","P","T","P","T","T","T","T","P","","","","","","","","","","","","","","","1","7","7","5","4","3","5","1","4","1","4","5","7","6","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","7","5","5","3","5","5","4","5","5","7","4","4","5"
"R_d5LnE6ypKej3WOl","original","T","T","T","P","P","T","P","P","P","T","T","T","T","P","","","","","","","","","","","","","","","2","6","6","5","5","5","7","1","2","1","5","5","7","3","1","2","2","1","1","2","2","1","2","1","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","1","4","7","4","7","2","3","6","5","4","7","6","3","5","5"
"R_26eE80nOp8awGhG","original","T","T","T","P","P","T","P","T","P","T","T","T","T","P","","","","","","","","","","","","","","","1","7","6","5","3","4","5","2","3","2","3","5","5","4","2","2","2","2","2","2","1","1","2","1","2","2","2","1","2","1","2","2","2","2","2","2","1","2","1","1","5","7","5","7","2","3","5","2","6","7","5","3","6","3"
